nu,nx7000,nx400,t1,t2
0.00028658818661024673,17.457099193692535,15.537370934976863,161.04810309410095,3.8987510204315186
0.00053307663479602689,14.929115643040799,13.919702539375512,192.46586108207703,3.9209020137786865
0.00060320488299477645,14.410172747471821,13.539771002166646,216.58054518699646,3.93641996383667
0.0008242123624008378,13.098410613582738,12.514330584009093,299.01463294029236,3.9197139739990234
0.00056251285710294551,14.7036742939377,13.756548257995485,202.85267305374146,3.9153878688812256
0.00022840192950319179,18.32073192070289,15.998722019590168,161.87648916244507,3.918456792831421
0.00062907276944187528,14.233533415497423,13.406977314494611,228.0840039253235,3.919945001602173
0.00056671264143571447,14.67244147564544,13.733713093575759,204.61936902999878,3.91867995262146
0.00016248188796787167,19.524444409901161,16.566508900315281,161.78490614891052,3.921156167984009
0.00092379976897644361,12.622571975810745,12.121526212843564,330.4003129005432,3.921086072921753
0.00026931725783569034,17.697886867692077,15.670644792714588,161.48893308639526,3.9235098361968994
0.00013535448825907029,20.11693343176692,16.815309123798723,160.26821398735046,3.9295670986175537
0.00039194789542327363,16.204476351176382,14.785399321890786,161.39338302612305,3.9222049713134766
0.00039331971405098093,16.190185386406718,14.776252396857165,160.45029401779175,3.92606520652771
0.00058223000366593235,14.558960234168952,13.650274424535828,209.4012689590454,3.9302151203155518
0.00069659914335502425,13.804498463195371,13.07737885004874,248.9125940799713,3.9215259552001953
0.0004201286961324172,15.919455667814709,14.600570790012389,161.4897391796112,3.9283699989318848
0.00098265513817186742,12.36641580311746,11.905963390688344,352.1968319416046,3.9295499324798584
0.00011061635361597441,20.724050087576057,17.050404548962408,160.41212010383606,3.9181129932403564
0.00051505119543583438,15.073127996712758,14.022371578774555,183.77799701690674,3.925412893295288
0.00092692400691116389,12.608539286784048,12.109789498472026,332.53096103668213,3.922257900238037
0.00089530689683460973,12.752937038685296,12.230151747717567,320.81827902793884,3.9231557846069336
0.00012306545416433429,20.409618616697628,16.931096617893125,160.2619149684906,3.9251630306243896
0.00099629924048257892,12.309393514737408,11.857605139097027,356.5933470726013,3.9226179122924805
0.00032878375127516732,16.915019392913749,15.224048393960615,160.17611384391785,3.9154350757598877
0.00029423430859590652,17.354212931572508,15.479319826132476,160.07707381248474,3.925493001937866
0.00067535926017923075,13.934771984414795,13.178497059199959,242.50794982910156,3.917715072631836
5.8382671914146878e-05,22.300302620602825,17.573988728043062,160.16595602035522,3.9147250652313232
0.00014087715676480521,19.990631683600608,16.763906833616151,160.0977339744568,3.928835868835449
0.00048144669365454945,15.354822822000123,14.219637505844922,171.72036600112915,3.9178991317749023
9.896905947515361e-05,21.036556596546585,17.163897906070218,160.1882860660553,3.925891876220703
0.00071432835736832284,13.69880306153077,12.994687757287631,256.45805191993713,3.9236299991607666
0.00078228797887570901,13.317121876618764,12.691360948057831,280.2220079898834,3.919235944747925
0.00033714413542965853,16.814565930998832,15.16395865946895,160.1721830368042,3.923953056335449
0.00074457769621687989,13.524497771867171,12.857069812578839,267.32021498680115,3.923456907272339
1.5102736299963185e-05,24.104429986998689,18.037554408179446,160.0692720413208,3.919569969177246
0.0003741754124876942,16.393722602716327,14.905322934088018,160.20080995559692,3.927030086517334
0.00097462722480467557,12.400368015975994,11.934693377635687,349.4098279476166,3.9191839694976807
0.00018265945937902977,19.124512857747899,16.38732092987641,160.19510197639465,3.9164021015167236
0.00038118886284848599,16.318116562411738,14.857680740892336,160.0261869430542,3.921502113342285
0.00015910947423167178,19.594470191299077,16.596939977761206,160.0698380470276,3.9170660972595215
0.00033667426656511202,16.820155380467217,15.167318855393455,160.09469318389893,3.9238200187683105
0.00059911088097706119,14.438811405249252,13.561137468877009,214.43857192993164,3.914391040802002
9.0460664628912017e-05,21.277325067762373,17.247967459788185,160.14954090118408,3.9194929599761963
